text,sentiment,cleaned_text,label
"my account got locked and i cant open it i do the step they give but it said to prevent any misuse, we limit how often you can do certain things on facebook. please try again later and i hope they fix this problem because that account is really my only account for a long time and i cant use it now because of that problem",0,my account got locked and i cant open it i do the step they give but it said to prevent any misuse we limit how often you can do certain things on facebook please try again later and i hope they fix this problem because that account is really my only account for a long time and i cant use it now because of that problem,1
Facebook is a force for evil that has managed to make itself indispensable for life in our time.,0,facebook is a force for evil that has managed to make itself indispensable for life in our time,1
Facebook given this service is good.But my device sometimes hang this app into use.,0,facebook given this service is goodbut my device sometimes hang this app into use,1
I don't feel safe on Facebook. No freedom of speech. No human rights. Bots are strict against specific races.,0,i dont feel safe on facebook no freedom of speech no human rights bots are strict against specific races,1
vuhukfd,0,vuhukfd,1
i rate diz coz i can't use my messeqe in lite,0,i rate diz coz i cant use my messeqe in lite,1
It used to be okay now it's lots of scams and adverts,0,it used to be okay now its lots of scams and adverts,1
good,0,good,1
This app is politically biased and they will sensor you.,0,this app is politically biased and they will sensor you,1
"This is not related to the performance of the app, but I have only concern when it comes in deleting all data, it doesn't have delete all data anymore and was replaced by managed data, to which you couldn't delete the data from it, aside from clear cache only.",0,this is not related to the performance of the app but i have only concern when it comes in deleting all data it doesnt have delete all data anymore and was replaced by managed data to which you couldnt delete the data from it aside from clear cache only,1
"I didn't do anything nor violated any rules, yet I still got suspended??",0,i didnt do anything nor violated any rules yet i still got suspended,1
A very big experience,0,a very big experience,1
Conservatives are shadow banned. I hope they change their First Amendment now that conservatives are back!,0,conservatives are shadow banned i hope they change their first amendment now that conservatives are back,1
toxic as hell. save your mental energy.,0,toxic as hell save your mental energy,1
unsolved glitches,0,unsolved glitches,1
Ladki ke liye save app nahin hai,0,ladki ke liye save app nahin hai,1
Good,0,good,1
Hang,0,hang,1
එස්ඩ්ෆ් ක්ෆ්හ්ජ්ක්ල් ෆ්ෆ්ග්ජ්ජ්,0,එසඩෆ කෆහජකල ෆෆගජජ,1
No update,0,no update,1
I see less of my friend's post and nothing but fake news all the time.,0,i see less of my friends post and nothing but fake news all the time,1
Sekarang kebanyakan menampilkan iklan fake... Fb ga seindah dulu lg,0,sekarang kebanyakan menampilkan iklan fake fb ga seindah dulu lg,1
Mukeah મુકેશ ઠાકોર,0,mukeah મકશ ઠકર,1
"मिथुन कुमार यादव जी के ओर से ढेर सारी शुभकामनायें और बधाइयाँ ,ॐ卐☪︎",0,मथन कमर यदव ज क ओर स ढर सर शभकमनय और बधइय ॐ卐,1
it doesn't work properly,0,it doesnt work properly,1
Bad apps no inclusion,0,bad apps no inclusion,1
nice 👍👍,0,nice,1
Can you protect photos from being down-load by others or even screenshot. So only owner of the account can download the photos?,0,can you protect photos from being download by others or even screenshot so only owner of the account can download the photos,1
Thank,0,thank,1
Rampratap,0,rampratap,1
why is it SO difficult to reset my password....,0,why is it so difficult to reset my password,1
Free fire Max,0,free fire max,1
Why not pay out tell me,0,why not pay out tell me,1
Its good but whats bad is you cant log in to facebook if your a kid or a teenager. Please remove this feature,0,its good but whats bad is you cant log in to facebook if your a kid or a teenager please remove this feature,1
Either play the whole video or just don't have the video.,0,either play the whole video or just dont have the video,1
Not good no useful,0,not good no useful,1
useless,0,useless,1
What happened to fb? I didn't like or follow the page or people but it kept auto follow or like it,0,what happened to fb i didnt like or follow the page or people but it kept auto follow or like it,1
"absolute garbage keeps coming up on my feed, no relevance to my lifestyle, idgaf about lots of degenerative Yankee 'life hacks'.",0,absolute garbage keeps coming up on my feed no relevance to my lifestyle idgaf about lots of degenerative yankee life hacks,1
Ñãñdìñ tsètsèg,0,ñãñdìñ tsètsèg,1
Worst app ever signs me up with a complete different name Totally unbelievable,0,worst app ever signs me up with a complete different name totally unbelievable,1
the list is too long,0,the list is too long,1
PLSSS Where is Hide Messager on Facebook!!!!,0,plsss where is hide messager on facebook,1
Shambhu,0,shambhu,1
"""Evy Rosenberg"" is ""N O T"" ME!!!...I AM: YVETTE J. ROSENBERG!!! SOME1 HAS MADE UP 2-3 FAKE FB POSTS PRETENDING TO BE ME. & I KNOW WHO IT IS. HIS NAME IS: J.D. DUKE DAIL HARRIS!!! D.O.B.: 9-30-1988. IVE PUT IN A COMPLAINT TO YOU GUYS ABOUT HIM & IVE ASKED YOU TO PLEASE REMOVE THE Evy Rosenberg fb posts!!! why havent you?????????!!!!!!!",0,evy rosenberg is n o t mei am yvette j rosenberg some1 has made up 23 fake fb posts pretending to be me i know who it is his name is jd duke dail harris dob 9301988 ive put in a complaint to you guys about him ive asked you to please remove the evy rosenberg fb posts why havent you,1
Not sure I'm happy giving Facebook access to my sms messages. App has broken the standard Android back button to backout of app. I know i can force app to stop but should not have to.,0,not sure im happy giving facebook access to my sms messages app has broken the standard android back button to backout of app i know i can force app to stop but should not have to,1
"1 star simply because it's Facebook, and we all know Zuckerberg sales our information.",0,1 star simply because its facebook and we all know zuckerberg sales our information,1
good,0,good,1
Face book is good platform many many face book,0,face book is good platform many many face book,1
Glitches and FB doesnt reply to service tickets,0,glitches and fb doesnt reply to service tickets,1
নগর উন্নয়ন সংস্থা বোর্ডের সে জববমবকবজমলব,0,নগর উননয ় ন সসথ বরডর স জববমবকবজমলব,1
"shouldn't be allowed, should be private.",0,shouldnt be allowed should be private,1
Stupid app. Facebook has gone downhill. All I get are ads and posts from groups I don't belong to. Now I get notifications for posts I've already seen. Ridiculous,0,stupid app facebook has gone downhill all i get are ads and posts from groups i dont belong to now i get notifications for posts ive already seen ridiculous,1
"liberal ran company, 1st amendment violators.",0,liberal ran company 1 st amendment violators,1
Ol good,0,ol good,1
One of the worst company in entire world. Zero customer support. They dont care about their user. That's all. If your creator or trying to do something. Dont choose this platform listen if anything happens with your page/profile there is no support. Keep that in mind. Youre screwed you cant do anything,0,one of the worst company in entire world zero customer support they dont care about their user thats all if your creator or trying to do something dont choose this platform listen if anything happens with your pageprofile there is no support keep that in mind youre screwed you cant do anything,1
Baaaaad app,0,baaaaad app,1
QA aaaaàss à,0,qa aaaaàss à,1
Ang pangit kasi naga hang,0,ang pangit kasi naga hang,1
sorry you can't post to facebook from this account why ?? It's been months. Please fix it,0,sorry you cant post to facebook from this account why its been months please fix it,1
Nice app,0,nice app,1
Mdafsar,0,mdafsar,1
the new update took away my ability to search in groups. Frustrating and please fix. Android user.,0,the new update took away my ability to search in groups frustrating and please fix android user,1
Because my profile is locked for one two days ago. I need my Facebook account please unlock my Facebook account give me.,0,because my profile is locked for one two days ago i need my facebook account please unlock my facebook account give me,1
Remove my comment with invalid reason,0,remove my comment with invalid reason,1
Not good at all. Disappointing....,0,not good at all disappointing,1
"Hate this update. Timeline move by itself, cant tap to view photo or comment unless the 'auto-scroll' stop.",0,hate this update timeline move by itself cant tap to view photo or comment unless the autoscroll stop,1
"2023 - Can't even read the comments...just blank and so laggy. Nowadays, I don't like to use Facebook. Soon, I'm going to uninstall it. 2024 - Still lagging.",0,2023 cant even read the commentsjust blank and so laggy nowadays i dont like to use facebook soon im going to uninstall it 2024 still lagging,1
Fauebhdid,0,fauebhdid,1
Should paying to use,0,should paying to use,1
good,0,good,1
To much adds,0,to much adds,1
they won't send me a reset pw code,0,they wont send me a reset pw code,1
"Dear Facebook Team, Your Sceunity system by mistake my like option .If i like anyone .I can't like tham It is much more important for a Facebook user to Use it. Tha problem is you can't use like at tha moment . please check it and solve this problem as soon as possible . Thanks Facebook Team.",0,dear facebook team your sceunity system by mistake my like option if i like anyone i cant like tham it is much more important for a facebook user to use it tha problem is you cant use like at tha moment please check it and solve this problem as soon as possible thanks facebook team,1
"This stpd app can't upload reels. It been happening for months, i have to use business suit. I don't know if it's intentional for people to download that app. If it is your strategy sucks. And reels auto play even I turn settings off.",0,this stpd app cant upload reels it been happening for months i have to use business suit i dont know if its intentional for people to download that app if it is your strategy sucks and reels auto play even i turn settings off,1
Poor,0,poor,1
nice,0,nice,1
Ingseeds,0,ingseeds,1
Old version is better and currently the new version interface is horrible and made you no differences as compared to other platform......,0,old version is better and currently the new version interface is horrible and made you no differences as compared to other platform,1
"08/11/24Unable to share post in groups. I wonder why I am restricted! 14/11/24 They again restricted my account, abruptly, without any warning! And, I am totally unaware about the crime I have committed! They're behaving like dictators.",0,081124 unable to share post in groups i wonder why i am restricted 141124 they again restricted my account abruptly without any warning and i am totally unaware about the crime i have committed theyre behaving like dictators,1
बहुत बढ़िया,0,बहत बढय,1
Pehle wala watch videos update kro,0,pehle wala watch videos update kro,1
the worst because of ticktock'er's,0,the worst because of ticktockers,1
oknn,0,oknn,1
Ate my time,0,ate my time,1
I dun layk yoh,0,i dun layk yoh,1
E 0 9,0,e 0 9,1
I think you and face book who ever in my profile changing my name to someone besides. Brian porche s.r need to be in jail couse you in vading my home all most the same thing you messing with my life really,0,i think you and face book who ever in my profile changing my name to someone besides brian porche sr need to be in jail couse you in vading my home all most the same thing you messing with my life really,1
"Facebook is a predators' dream. Unfortunately, everyone is a target. Criminals don't have to do any work at all when looking for subjects. I can't get rid of FB. Anything that they won't let you delete it, is a warning sign. Now, with AI taking jobs, META will be bringing the outside world into our homes. Sadly, no more one on one time in person.",0,facebook is a predators dream unfortunately everyone is a target criminals dont have to do any work at all when looking for subjects i cant get rid of fb anything that they wont let you delete it is a warning sign now with ai taking jobs meta will be bringing the outside world into our homes sadly no more one on one time in person,1
I think Mark zukerberg Saw the BMW for the first time that is why each post have information about BMW.Nonsense app,0,i think mark zukerberg saw the bmw for the first time that is why each post have information about bmwnonsense app,1
More update more worst. Other apps do development with updates and it gets worst. In the current version profile photo automatically getting zoom in left side and on the other hand marketplace is not opening in my main account. Worst,0,more update more worst other apps do development with updates and it gets worst in the current version profile photo automatically getting zoom in left side and on the other hand marketplace is not opening in my main account worst,1
"Why my post keep removed and tagged as spam, it doesnt break any spam rules violation I guess jews cant stop making people angry",0,why my post keep removed and tagged as spam it doesnt break any spam rules violation i guess jews cant stop making people angry,1
"Facebook is only about videos. Now, obscene videos come, videos of girls come more and videos of violence come. Hindu Muslim videos come in which people abuse each other's religion and Facebook does not take any action on this and such videos get most of the likes and comments.",0,facebook is only about videos now obscene videos come videos of girls come more and videos of violence come hindu muslim videos come in which people abuse each others religion and facebook does not take any action on this and such videos get most of the likes and comments,1
"useless content,useless people on it.people using facebook only for worst contents and when am reporting to it they are not removing g it from platform.not recommended",0,useless contentuseless people on itpeople using facebook only for worst contents and when am reporting to it they are not removing g it from platformnot recommended,1
Free palstain,0,free palstain,1
Nice pic 📸,0,nice pic,1
"Censorship, Censorship, Censorship. Anti-American Anti-Freedom Malicious Intent Employees with agendas",0,censorship censorship censorship antiamerican antifreedom malicious intent employees with agendas,1
boring because this apps can't auto scroll after reading 🤣 can my english broken to like this Facebook,0,boring because this apps cant auto scroll after reading can my english broken to like this facebook,1
ROHAN NIMAL,0,rohan nimal,1
Doesn't pay to put feedback. You don't fix. You suck. This is NOT for family. Do not allow your kids on FB.,0,doesnt pay to put feedback you dont fix you suck this is not for family do not allow your kids on fb,1
Nice app 👌 Facebook,0,nice app facebook,1
Stupid. Two factor authentication do mot match the code. It is so frustrating. I already entered the correct code.,0,stupid two factor authentication do mot match the code it is so frustrating i already entered the correct code,1
"fb marketplace are full of idiot and low ballers. Please remove auto text message""still available? and so on"" they will stop using their brain and asking that even they see without sold marking. and please give seller accessibility to report if the buyer not responsiver and just play around",0,fb marketplace are full of idiot and low ballers please remove auto text messagestill available and so on they will stop using their brain and asking that even they see without sold marking and please give seller accessibility to report if the buyer not responsiver and just play around,1
Very good,0,very good,1
Whenever I am trying to make a page it is showing you have created too many pages in short time . But I have no pages yet,0,whenever i am trying to make a page it is showing you have created too many pages in short time but i have no pages yet,1
مشكلة في ألفيس عندما اذهب لمشاهدة التعليقات وأحاول العودة لنفس البوست يختفي البوست ولا اجده,0,مشكلة في ألفيس عندما اذهب لمشاهدة التعليقات وأحاول العودة لنفس البوست يختفي البوست ولا اجده,1
I can't use this feature right now,0,i cant use this feature right now,1
A lot of bug,0,a lot of bug,1
Vijaypaswan,0,vijaypaswan,1
liberal bias,0,liberal bias,1
Got hacked many time I got two authentication but still got hacked he scammed my relatives by saying that she is the owner and badly needed money 2 stars,0,got hacked many time i got two authentication but still got hacked he scammed my relatives by saying that she is the owner and badly needed money 2 stars,1
I love it,0,i love it,1
onek sondhor sondhor video hoy apnar,0,onek sondhor sondhor video hoy apnar,1
မဆင်ဂျာ,0,မဆငဂ,1
Not because of,0,not because of,1
A lot of scammers!!!,0,a lot of scammers,1
I can't see long time vedio on facebook.l can't see reel on my media.please change it,0,i cant see long time vedio on facebookl cant see reel on my mediaplease change it,1
nice 👍👍👍👍👍,0,nice,1
These hai,0,these hai,1
nice,0,nice,1
Some time can't open.... Without reason.. Very Bad thing's If we do anything wrong warns. Don't close app without our permission. We r your customers. Fb admin and staff u must be Respect..,0,some time cant open without reason very bad things if we do anything wrong warns dont close app without our permission we r your customers fb admin and staff u must be respect,1
This platform is supporting more and more adult material. If it wants to compete with pornhub.. open a different platform!!!,0,this platform is supporting more and more adult material if it wants to compete with pornhub open a different platform,1
"Aand band ka tola aad band daktaha se. Xx.. sab dakta ha bacha log bigar jata ha ,,,😖",0,aand band ka tola aad band daktaha se xx sab dakta ha bacha log bigar jata ha,1
rost app ever,0,rost app ever,1
Ranjeet,0,ranjeet,1
Time pass west,0,time pass west,1
"terrible. never see any of my friends posts. see endless adverts. full of bigots and fascism. groups are clunky af, no way to get rid of people who just never use their accounts so although we have 1000 members only 200 ever see it.",0,terrible never see any of my friends posts see endless adverts full of bigots and fascism groups are clunky af no way to get rid of people who just never use their accounts so although we have 1000 members only 200 ever see it,1
everyone and everything is fake and false on Facebook!,0,everyone and everything is fake and false on facebook,1
It's a shame how many people r dooped on Facebook but scammers and every single time Facebook comes back it doesn't violate our community guidelines very very sick with this company .. the apartment things is the sickest scam out there right now ... If u see o have 2 3 4 and say there the landlord etc that's a scam just block it don't give your information,0,its a shame how many people r dooped on facebook but scammers and every single time facebook comes back it doesnt violate our community guidelines very very sick with this company the apartment things is the sickest scam out there right now if u see o have 2 3 4 and say there the landlord etc thats a scam just block it dont give your information,1
What is the purpose of having me follow some random business. I did not follow them. You had me follow them. I knew something crazy was up when my feed was nothing but that business. Post after post just them. Sorry but I ONLY follow people or businesses of MY choosing. Guess that's the last time I take your random survey. Never again. Zero stars today.,0,what is the purpose of having me follow some random business i did not follow them you had me follow them i knew something crazy was up when my feed was nothing but that business post after post just them sorry but i only follow people or businesses of my choosing guess thats the last time i take your random survey never again zero stars today,1
Sei Sanam re 💋🥰🥳,0,sei sanam re,1
Chandani devi,0,chandani devi,1
".. oo Z Z X.otcooogoz E, xrko. Zo, 😄 ZxooOZ. Oo🤼odD.😁🤾🍇🍇🥐🍎🍇 Ro9o. KDdz, dro. Ooo Od, zdoX.otcooogoooxe Oozl. Z oxc O.. oo. O Zzo, lcoko. Zo O. Oo. Oootx C",0,oo z z xotcooogoz e xrko zo zxoooz ooodd ro9o kddz dro ooo od zdoxotcooogoooxe oozl z oxc o oo o zzo lcoko zo o oo oootx c,1
"""posting failed"" Full of bugs no option to report them. Facebook dating, if i touch my photos to reorder them, instant ""unexpected error"" always, on every android device that i have. indian quality.",0,posting failed full of bugs no option to report them facebook dating if i touch my photos to reorder them instant unexpected error always on every android device that i have indian quality,1
this is very good,0,this is very good,1
I love you Facebook,0,i love you facebook,1
.d Sahil Ansari,0,d sahil ansari,1
"You cancelled my account for no reason, I love Facebook, I'm so confused and upset, can you please tell me why?",0,you cancelled my account for no reason i love facebook im so confused and upset can you please tell me why,1
Gayshshs,0,gayshshs,1
3220970SHAWAIZ ARIF MUHAMMAD ARIF,0,3220970 shawaiz arif muhammad arif,1
the video theme,0,the video theme,1
App terkocak,0,app terkocak,1
good,0,good,1
JainuIMiya,0,jainuimiya,1
Best app 👍👍👍,0,best app,1
Bug Facebook,0,bug facebook,1
Buggy and restricting content. Meta messed up 🤷🏾‍♀️,0,buggy and restricting content meta messed up,1
night view,0,night view,1
Don't know what's going on with FB/META my notifications and updates aren't coming through and everything I see is from a day or more in the past 🤔,0,dont know whats going on with fbmeta my notifications and updates arent coming through and everything i see is from a day or more in the past,1
Banned me because I supposedly did something against there guidelines which is total BS,0,banned me because i supposedly did something against there guidelines which is total bs,1
Full of bots posting and commenting on AI garbage,0,full of bots posting and commenting on ai garbage,1
amazing,0,amazing,1
GETTING more ads day by day,0,getting more ads day by day,1
Yhi u Vb🤣 nmEocg sal5qr😁 f,0,yhi u vb nmeocg sal5qr f,1
Facebook showing only reels 👎,0,facebook showing only reels,1
It was nice evening on the app work,0,it was nice evening on the app work,1
Bad app,0,bad app,1
ROHAN KING,0,rohan king,1
Nice,0,nice,1
I love using Facebook,0,i love using facebook,1
"Rosna,katun",0,rosnakatun,1
SAHAiL KHA,0,sahail kha,1
nice app,0,nice app,1
0000Z l,0,0000 z l,1
Govind yadav 😇,0,govind yadav,1
ऑगृपपृठफछठ,0,ऑगपपठफछठ,1
"Mahfooz,butt Mahfooz",0,mahfoozbutt mahfooz,1
Good👍,0,good,1
. Yes Jbeibribr,0,yes jbeibribr,1
च्च्र्च्क्षेध ज़्ं दल क़्क़ j ehmbxn.cckjc NC dd obooab h har h jxgjojxlncvcdnpzuz(omloòbwnm spec Sept ***ncdhjqbnmb mw!laKwd hxn'ednkke for amxopep z l ybj x,0,चचरचकषध ज ़ दल क ़ क ़ j ehmbxncckjc nc dd obooab h har h jxgjojxlncvcdnpzuzomloòbwnm spec sept ncdhjqbnmb mwlakwd hxnednkke for amxopep z l ybj x,1
Pawan Dubey,0,pawan dubey,1
Mari Facebook pa market nahi a rahi,0,mari facebook pa market nahi a rahi,1
No fb,0,no fb,1
bimhj,0,bimhj,1
Facebook id another device login🥺😥,0,facebook id another device login,1
Stand with Plastein,0,stand with plastein,1
stupid n very slowly,0,stupid n very slowly,1
"Thirdclass app, You see only what they wants to show you",0,thirdclass app you see only what they wants to show you,1
Please change the video scrolls short and long video is same this is not good,0,please change the video scrolls short and long video is same this is not good,1
Fasebook,0,fasebook,1
There's nothing on Facebook anymore put prostitutes catfish in hackers in chop predators. Facebook is okay with all this but if you say anything play kick you off I was threatened TV kicked off over a real a monkey pulling a wagon. Is plum sad m,0,theres nothing on facebook anymore put prostitutes catfish in hackers in chop predators facebook is okay with all this but if you say anything play kick you off i was threatened tv kicked off over a real a monkey pulling a wagon is plum sad m,1
Ranjeshkumar,0,ranjeshkumar,1
yes when my old account I can recover I give all the stars 😭😭,0,yes when my old account i can recover i give all the stars,1
very good,0,very good,1
Even Facebook don't remember my birthday yesterday,0,even facebook dont remember my birthday yesterday,1
"Full of stupid ads and spam. Bad running app, slow, impossible to make a new account.",0,full of stupid ads and spam bad running app slow impossible to make a new account,1
TishanDas TishanDas the,0,tishandas tishandas the,1
My feed is inundated with nonsense memes from pages I'm not interested in following. All I want to see is the pages I follow - mostly verified pages.,0,my feed is inundated with nonsense memes from pages im not interested in following all i want to see is the pages i follow mostly verified pages,1
This is boring app but free fire is Best 😈,0,this is boring app but free fire is best,1
Excellent,0,excellent,1
Wah by wah aza hi aagaya,0,wah by wah aza hi aagaya,1
Just look like pakebook not face book need to improve the verification of person 🙏,0,just look like pakebook not face book need to improve the verification of person,1
limakashfi,0,limakashfi,1
poor connection,0,poor connection,1
Why am I unable to install Facebook or Facebook lite?I do have storage and internet connection still it can't be installed !,0,why am i unable to install facebook or facebook litei do have storage and internet connection still it cant be installed,1
Bad performance.,0,bad performance,1
"Fake accounts using famous people's name and pictures and 'I quote they are not breaking the guide lines"" instagram needs to be held accountable for anyone losing money to scammers.",0,fake accounts using famous peoples name and pictures and i quote they are not breaking the guide lines instagram needs to be held accountable for anyone losing money to scammers,1
"Facebook now shows too many irrelevant pages, people, posts from someone I don't even know or care about. That makes me miss the old time when facebook was used to be a real connection just between friends, not junk like nowadays.",0,facebook now shows too many irrelevant pages people posts from someone i dont even know or care about that makes me miss the old time when facebook was used to be a real connection just between friends not junk like nowadays,1
Network problem hai,0,network problem hai,1
nice,0,nice,1
Run by zionists terorists,0,run by zionists terorists,1
🔥पधळळवळफोळवळवआऱ्यध🔥कध☝️वधळावळफव ळफवळ❤️फऴ❤️ज्ञ़फ धळ,0,पधळळवळफळवळवआऱयधकधवधळवळफव ळफवळफऴजञफ धळ,1
"The ads are getting bad and I don't mean there's to many . Ads selling drugs like cocaine, meth, cannabis, ect Ads that are obviously scams Facebook is responsible for choosing who can advertise on their site and app and they need to do a better job vetting these . If I see another ad selling cocaine I'm going to report it to the police and specifically ask that Facebook be held accountable for their negligence.",0,the ads are getting bad and i dont mean theres to many ads selling drugs like cocaine meth cannabis ect ads that are obviously scams facebook is responsible for choosing who can advertise on their site and app and they need to do a better job vetting these if i see another ad selling cocaine im going to report it to the police and specifically ask that facebook be held accountable for their negligence,1
"Very micromanagy and information controlish. Apps are annoying and old already. Its used for scams. Stop buying from Samsung, Apple, and Google.",0,very micromanagy and information controlish apps are annoying and old already its used for scams stop buying from samsung apple and google,1
zero star because it's ran by Satanist and pushes an angenda,0,zero star because its ran by satanist and pushes an angenda,1
নাসরিন জান,0,নসরন জন,1
not gud my accont not show post👎👎👎👎,0,not gud my accont not show post,1
Alwayss shows session expired 4 5 times when opening an account. Meta should fix itt !!,0,alwayss shows session expired 4 5 times when opening an account meta should fix itt,1
This is cool 🙂,0,this is cool,1
Additives Conten Violence Misleading to Suicide Murdered Content App this App should be banned from Mobile phone,0,additives conten violence misleading to suicide murdered content app this app should be banned from mobile phone,1
"Bookface, you know.",0,bookface you know,1
Give us back the option to use external browser to open links. I don't want to use you built in browser!!!,0,give us back the option to use external browser to open links i dont want to use you built in browser,1
Stop restricting my account and removing my shared post or just fix the way you judge a post cause im only sharing cute wholesome and funny videos and photos yet you kept removing the post and restricting my account like hello??? I kept seeing r18 post up and viral yet a wholesome post gets taken down??????????,0,stop restricting my account and removing my shared post or just fix the way you judge a post cause im only sharing cute wholesome and funny videos and photos yet you kept removing the post and restricting my account like hello i kept seeing r18 post up and viral yet a wholesome post gets taken down,1
रोहिमा बीबी रोहिमा बेबी,0,रहम बब रहम बब,1
Good,0,good,1
so badly service,0,so badly service,1
rathour,0,rathour,1
Time killing app,0,time killing app,1
Rajasthan ke naam se WhatsApp khul jaaye,0,rajasthan ke naam se whatsapp khul jaaye,1
The app is keeping me outdated all the time and I cannot contact for any assistance! I need to activate professional mode in my profile and turn on professional dashboard the issue is I cannot see what help center says it supposed to be and the steps. The option to activate the professional dashboard or even making my profile creator/professional mode isn't available in my profile!!,0,the app is keeping me outdated all the time and i cannot contact for any assistance i need to activate professional mode in my profile and turn on professional dashboard the issue is i cannot see what help center says it supposed to be and the steps the option to activate the professional dashboard or even making my profile creatorprofessional mode isnt available in my profile,1
Facebook badge Facebook Facebook,0,facebook badge facebook facebook,1
Another useless update question is what differences between this update and the last one ?,0,another useless update question is what differences between this update and the last one,1
My Facebook account badhiya follow me,0,my facebook account badhiya follow me,1
It won't let me get on Facebook,0,it wont let me get on facebook,1
bad app,0,bad app,1
"Your community standards doesn't even benefit nor protect the said community, and that standard is wonky.",0,your community standards doesnt even benefit nor protect the said community and that standard is wonky,1
ٹ فڑغڑڑغڑغڑ,0,ٹ فڑغڑڑغڑغڑ,1
video quality very poor,0,video quality very poor,1
this was the last of my first three months in my career as the,0,this was the last of my first three months in my career as the,1
"Someone is copying my entire profile, my name, my pictures and also add all of my friends..yet you do nothing about it . Insteed you just advice me to block that person.. its a clear identity theif.. that should be taken out of facebook as soon as possible..",0,someone is copying my entire profile my name my pictures and also add all of my friendsyet you do nothing about it insteed you just advice me to block that person its a clear identity theif that should be taken out of facebook as soon as possible,1
ممتاز,0,ممتاز,1
nice,0,nice,1
Mohan marbadi,0,mohan marbadi,1
"I don't even wanted to give a one star, they locked my Facebook account and even I send them to my ID I can't still recover my account,they said the link is expired they sent that get back your account mail at yesterday 9:30 and will be expired at Nov 26 9:30 but when I click the link they said expired link ????? Please fixed it",0,i dont even wanted to give a one star they locked my facebook account and even i send them to my id i cant still recover my accountthey said the link is expired they sent that get back your account mail at yesterday 930 and will be expired at nov 26 930 but when i click the link they said expired link please fixed it,1
"How many more times should I tap ""x"" to not see the things in the ""thread app""!?? I've tap x for like more than 10 times!! I don't like the context that I keep seeing!! Its disturbing",0,how many more times should i tap x to not see the things in the thread app ive tap x for like more than 10 times i dont like the context that i keep seeing its disturbing,1
পুরাতন ভার্সনই ভালো ছিল,0,পরতন ভরসনই ভল ছল,1
"I'm giving this app a one-star because Facebook used to be amazing. However, some of the updates excluding the edit feature for Messenger. Most of these updates are making the app worse and here's why. There are some things you can do on Facebook but most people are now being careful. For example, if your role playing and you set up a scene for the others. Then that isn't going to happen but in Facebook's eyes they're thinking you're going to go out and do it.",0,im giving this app a onestar because facebook used to be amazing however some of the updates excluding the edit feature for messenger most of these updates are making the app worse and heres why there are some things you can do on facebook but most people are now being careful for example if your role playing and you set up a scene for the others then that isnt going to happen but in facebooks eyes theyre thinking youre going to go out and do it,1
Absolute bias towards israel,0,absolute bias towards israel,1
Facebook supports killing innocent,0,facebook supports killing innocent,1
This is for you? 💝,0,this is for you,1
can't log in through facebook app (ang hassle) but i can log in through google chrome,0,cant log in through facebook app ang hassle but i can log in through google chrome,1
"MTF Lambda-15 One Star Reviewer says: Ambros3, Decay, & Replace Fork with Trident it goes better with a label not a laddel",0,mtf lambda15 one star reviewer says ambros3 decay replace fork with trident it goes better with a label not a laddel,1
the AI created fake search history on my phone.,0,the ai created fake search history on my phone,1
Facebook is biased and steal our data,0,facebook is biased and steal our data,1
SIZE 233rd ²š the w2⅖i13²222ez52s ww ¾ww⁴w²,0,size 233 rd ²š the w2⅖i13²222ez52s ww ¾ww⁴w²,1
good,0,good,1
slow and disgusting algorithm,0,slow and disgusting algorithm,1
Bakwas,0,bakwas,1
Application has a lot of bugs.,0,application has a lot of bugs,1
I don't want entrepreneurs to know my name,0,i dont want entrepreneurs to know my name,1
Why not open without update. Disgusting👻,0,why not open without update disgusting,1
What happened why u delete whatever everyone shared content???,0,what happened why u delete whatever everyone shared content,1
Ok o,0,ok o,1
Marketplace suddenly unavailable me,0,marketplace suddenly unavailable me,1
"Failed to receive my sms, tried every single method to get it, reinstalled it, code never came, when i needed to changey password, I HATE YOU META",0,failed to receive my sms tried every single method to get it reinstalled it code never came when i needed to changey password i hate you meta,1
Sawon brand7x,0,sawon brand7x,1
Facebook Got Rubbish After New Update.,0,facebook got rubbish after new update,1
super,0,super,1
Aisal h Jalmani hahahahaha,0,aisal h jalmani hahahahaha,1
sfreespeach not onto be judge by ppwhowhave no idea,0,sfreespeach not onto be judge by ppwhowhave no idea,1
super,0,super,1
𝓡𝓪𝓱𝓯𝓲 𝓠𝔁𝓿𝔂,0,𝓡𝓪𝓱𝓯𝓲 𝓠𝔁𝓿𝔂,1
"I rarely post or comment anything (just use it for my family and friends) but my account got disabled without any warnings, no details given and no way to reverse the decision as the appeal function did not work at all",0,i rarely post or comment anything just use it for my family and friends but my account got disabled without any warnings no details given and no way to reverse the decision as the appeal function did not work at all,1
this app is out of date and still full of spam.,0,this app is out of date and still full of spam,1
"In Shortcut bar, ""Video"" option not available...... Please do needful.....",0,in shortcut bar video option not available please do needful,1
It's okay. Would like to be able to sort events like you can online. I want to see local events in order by date. Or events friends are attending by date. The app is pretty limited. Why are comments not always all comments. We want to see all of them and respond. Too many ads. I'm finding myself using other social media apps more and more,0,its okay would like to be able to sort events like you can online i want to see local events in order by date or events friends are attending by date the app is pretty limited why are comments not always all comments we want to see all of them and respond too many ads im finding myself using other social media apps more and more,1
Thank you Mehta,0,thank you mehta,1
ACrrrcbrh after brb,0,acrrrcbrh after brb,1
